case_id,open_date,close_date,days_to_close,severity,product_area,issue_type,complexity,effort_level,escalation_flag,reopen_flag,agent_type,lifecycle_stage_touched,handoff_time_hours,num_actions,automation_success,first_response_time_hours,resolution_accuracy,csat_score,sla_target_days,sla_met,repeat_contact_flag,kb_article_used,kb_coverage_score,engineer_workload,queue_depth
CASE-100736,2024-09-11T07:00:00.000Z,2024-09-20T11:11:09.922Z,9.17,Sev-B,Data Platform,Performance,Low,High,false,false,Scoping,Creation,7.7,6,true,2,0.89,3.7,8,false,false,false,0.3,13,29
CASE-100737,2025-05-11T15:00:00.000Z,2025-06-01T19:28:42.392Z,21.19,Sev-B,Identity,Bug,High,High,false,false,Routing,Creation,9.7,6,true,4.3,0.96,4.8,8,false,false,false,0.48,7,62
CASE-100738,2025-03-10T00:00:00.000Z,2025-03-19T17:52:10.908Z,9.74,Sev-A,Networking,Outage,Low,High,false,false,None,,,3,,10.2,0.7,3.7,5,false,false,true,0.62,14,18
CASE-100739,2024-09-28T12:00:00.000Z,2024-10-16T14:29:12.520Z,18.1,Sev-D,Compute,Configuration,High,Low,false,false,Blended,Creation,3.9,3,true,3.3,0.98,4.3,18,false,false,false,0.46,6,54
CASE-100740,2025-02-16T09:00:00.000Z,2025-03-05T12:40:07.622Z,17.15,Sev-D,Compute,Performance,Medium,Low,false,false,Scoping,Closure,6.9,6,true,4.4,0.9,4.7,18,true,false,false,0.4,10,48
CASE-100741,2025-01-29T05:00:00.000Z,2025-02-12T12:31:32.814Z,14.31,Sev-C,Identity,Feature Gap,Medium,Medium,false,false,None,,,2,,7.3,0.95,3.7,12,false,true,false,0.48,17,54
CASE-100742,2024-01-31T19:00:00.000Z,2024-02-25T22:34:49.029Z,25.15,Sev-C,Storage,How-To,High,High,false,false,Routing,Scoping/Troubleshooting,9.3,7,true,6.3,0.84,4.6,12,false,false,true,0.63,9,38
CASE-100743,2025-01-26T04:00:00.000Z,2025-02-09T20:25:47.440Z,14.68,Sev-C,Networking,Configuration,High,Low,false,false,Scoping,Creation,6.8,5,true,4.6,0.88,2.9,12,false,false,true,0.78,8,20
CASE-100744,2025-05-01T00:00:00.000Z,2025-05-21T06:35:04.258Z,20.27,Sev-C,Compute,Performance,High,Low,false,false,None,,,2,,8,1,2.2,12,false,false,false,0.51,16,51
CASE-100745,2024-09-03T00:00:00.000Z,2024-09-07T23:39:16.016Z,4.99,Sev-C,Networking,Configuration,Low,Medium,false,false,Blended,Creation,1.2,2,true,6.1,0.9,3.1,12,true,false,false,0.41,10,67
CASE-100746,2024-05-10T17:00:00.000Z,2024-05-25T04:36:39.805Z,14.48,Sev-B,Networking,Outage,High,Medium,false,false,Routing,Creation,13.6,4,true,5.7,0.84,3.3,8,false,false,false,0.1,13,61
CASE-100747,2024-02-06T10:00:00.000Z,2024-02-21T01:51:50.519Z,14.66,Sev-B,Collaboration,Performance,Medium,Medium,false,false,None,,,3,,8.8,0.88,3.6,8,false,false,true,1,9,48
CASE-100748,2025-03-31T05:00:00.000Z,2025-04-19T16:13:04.338Z,19.47,Sev-D,Identity,Configuration,Medium,Medium,false,false,Routing,Creation,5.7,6,false,4.8,0.58,3.5,18,false,false,false,0.53,21,67
CASE-100749,2025-03-11T02:00:00.000Z,2025-03-23T02:24:47.565Z,12.02,Sev-B,Security,Bug,Medium,Medium,false,true,Routing,Closure,0.4,4,false,1.9,0.78,4,8,false,false,true,0.57,20,10
CASE-100750,2024-12-05T22:00:00.000Z,2024-12-24T01:00:57.336Z,18.13,Sev-C,Identity,Performance,High,Low,true,false,None,,,1,,10.3,0.89,4.3,12,false,false,true,0.8,22,19
CASE-100751,2024-12-01T10:00:00.000Z,2024-12-19T12:07:26.631Z,18.09,Sev-D,Identity,Feature Gap,Medium,Low,false,false,None,,,3,,5.7,0.9,4.3,18,false,false,false,0.35,21,22
CASE-100752,2024-01-22T10:00:00.000Z,2024-01-25T18:15:44.006Z,3.34,Sev-B,Collaboration,Bug,Low,Low,false,false,Scoping,Closure,4.8,2,true,2.8,0.95,4.1,8,true,false,true,0.61,21,33
CASE-100753,2024-12-04T00:00:00.000Z,2024-12-06T15:32:57.793Z,2.65,Sev-A,Collaboration,Outage,Medium,Low,false,false,Knowledge,Closure,6.3,2,false,6.3,0.67,3.6,5,true,false,true,0.49,22,65
CASE-100754,2025-04-23T05:00:00.000Z,2025-04-28T21:19:46.704Z,5.68,Sev-B,Identity,Performance,Medium,Medium,true,false,Knowledge,Scoping/Troubleshooting,5.8,4,true,5.7,0.99,4.2,8,true,false,true,0.88,6,15
CASE-100755,2025-03-11T18:00:00.000Z,2025-03-19T21:29:32.777Z,8.15,Sev-A,Networking,How-To,Medium,Low,false,false,None,,,3,,5.9,0.93,3.7,5,false,false,false,0.38,23,49
CASE-100756,2024-02-20T20:00:00.000Z,2024-02-29T09:59:47.877Z,8.58,Sev-B,Identity,How-To,Medium,Low,false,false,CaseHealth,Scoping/Troubleshooting,5.8,6,true,6.2,0.9,3.8,8,false,false,false,0.24,13,18
CASE-100757,2024-01-05T00:00:00.000Z,2024-01-09T17:53:16.646Z,4.75,Sev-B,Collaboration,Feature Gap,Low,Low,false,false,CaseHealth,Closure,10,4,true,4.7,0.91,4.8,8,true,false,false,0.47,24,68
CASE-100758,2025-02-02T15:00:00.000Z,2025-02-16T22:11:29.257Z,14.3,Sev-B,Storage,Outage,High,High,false,false,Blended,Closure,12.4,6,true,3.6,0.88,4,8,false,false,true,1,22,73
CASE-100759,2025-01-01T09:00:00.000Z,2025-01-20T10:53:40.766Z,19.08,Sev-C,Collaboration,Configuration,Low,High,false,true,CaseHealth,Creation,8.8,6,true,2.9,1,3.1,12,false,false,false,0.54,18,5
CASE-100760,2024-02-21T22:00:00.000Z,2024-02-29T02:29:37.102Z,7.19,Sev-C,Compute,Performance,Low,Low,false,false,Routing,Scoping/Troubleshooting,7.8,6,true,3.1,0.86,4.5,12,true,false,true,0.63,18,60
CASE-100761,2024-11-21T22:00:00.000Z,2024-12-01T19:02:46.618Z,9.88,Sev-B,Data Platform,Feature Gap,Low,Medium,true,false,None,,,3,,6,0.88,4,8,false,false,false,0.27,13,6
CASE-100762,2024-08-08T23:00:00.000Z,2024-08-28T03:36:42.453Z,19.19,Sev-C,Networking,Configuration,High,Medium,false,true,Routing,Creation,6.6,7,true,7.3,0.89,5,12,false,false,false,0.48,5,35
CASE-100763,2024-10-30T09:00:00.000Z,2024-11-16T06:14:15.763Z,16.88,Sev-C,Storage,How-To,High,Low,false,false,Routing,Scoping/Troubleshooting,4.6,8,true,5.1,0.93,3.7,12,false,false,false,0.53,10,40
CASE-100764,2024-10-10T12:00:00.000Z,2024-11-02T19:46:58.511Z,23.32,Sev-C,Storage,Bug,High,High,false,false,Knowledge,Closure,7.2,8,true,3.2,0.82,3.6,12,false,false,false,0.5,3,55
CASE-100765,2024-11-01T12:00:00.000Z,2024-11-10T21:06:38.339Z,9.38,Sev-C,Networking,Performance,Low,Low,false,false,Knowledge,Creation,4.1,3,true,7.1,0.75,3.3,12,true,false,true,0.92,3,35
CASE-100766,2024-12-10T23:00:00.000Z,2024-12-12T01:59:43.557Z,1.12,Sev-B,Storage,Outage,Low,Low,false,false,None,,,1,,11.4,0.91,4.3,8,true,false,false,0.59,23,15
CASE-100767,2025-01-15T11:00:00.000Z,2025-02-07T12:22:02.820Z,23.06,Sev-D,Collaboration,How-To,High,Low,false,false,CaseHealth,Closure,8.2,4,true,2.9,1,3.1,18,false,false,false,0.23,10,70
CASE-100768,2024-12-24T20:00:00.000Z,2025-01-14T12:04:53.669Z,20.67,Sev-C,Identity,Outage,Medium,High,true,false,None,,,3,,4.3,0.88,3.8,12,false,false,true,0.67,17,6
CASE-100769,2024-08-29T02:00:00.000Z,2024-09-19T13:15:31.181Z,21.47,Sev-D,Identity,Bug,Medium,Medium,false,false,None,,,3,,5.4,0.88,3.4,18,false,false,true,0.48,22,69
CASE-100770,2024-09-26T02:00:00.000Z,2024-10-13T11:50:33.201Z,17.41,Sev-C,Collaboration,Performance,High,Low,true,false,None,,,1,,5.8,0.82,3.3,12,false,false,true,0.81,6,70
CASE-100771,2024-01-14T20:00:00.000Z,2024-02-04T03:59:19.907Z,20.33,Sev-C,Storage,How-To,High,High,false,false,Scoping,Closure,12.1,7,true,4.9,0.85,3.8,12,false,false,true,0.47,9,26
CASE-100772,2024-05-01T08:00:00.000Z,2024-05-19T05:34:09.859Z,17.9,Sev-C,Networking,Feature Gap,Low,High,true,false,CaseHealth,Closure,6.5,4,false,2.6,0.69,3,12,false,true,true,0.82,24,17
CASE-100773,2024-05-04T07:00:00.000Z,2024-05-15T00:09:39.656Z,10.72,Sev-B,Compute,Feature Gap,Low,High,false,false,Routing,Closure,2.1,4,true,5.9,1,3.8,8,false,false,true,0.72,24,22
CASE-100774,2024-02-04T01:00:00.000Z,2024-02-07T17:57:14.078Z,3.71,Sev-C,Networking,Outage,Medium,Low,false,false,Blended,Creation,2.1,3,true,6.2,0.86,4.5,12,true,false,false,0.55,6,51
CASE-100775,2024-10-15T02:00:00.000Z,2024-11-03T10:53:35.646Z,19.37,Sev-C,Compute,Configuration,Medium,Medium,true,false,None,,,2,,3.2,0.88,5,12,false,false,false,0.58,6,49
CASE-100776,2024-07-01T03:00:00.000Z,2024-07-14T13:03:50.356Z,13.42,Sev-D,Networking,Outage,Low,Low,false,false,Routing,Creation,1.9,2,true,7.6,0.94,4.3,18,true,false,true,1,12,31
CASE-100777,2025-01-03T05:00:00.000Z,2025-01-27T09:57:45.958Z,24.21,Sev-B,Networking,Configuration,High,High,false,false,Routing,Creation,3.1,3,true,5.3,0.8,3.7,8,false,false,false,0.26,23,33
CASE-100778,2025-02-03T21:00:00.000Z,2025-02-24T03:25:42.306Z,20.27,Sev-D,Storage,Configuration,Medium,Medium,false,true,CaseHealth,Scoping/Troubleshooting,7.2,5,false,1.8,0.81,3.6,18,false,false,false,0.49,20,5
CASE-100779,2024-10-20T20:00:00.000Z,2024-11-01T18:04:33.868Z,11.92,Sev-C,Security,Performance,Low,Medium,true,false,None,,,1,,7.5,0.79,4.1,12,true,false,true,0.68,14,29
CASE-100780,2024-01-21T01:00:00.000Z,2024-01-28T18:21:38.219Z,7.72,Sev-B,Collaboration,Bug,Medium,Low,false,false,Knowledge,Closure,2.5,5,true,8.6,0.91,4.3,8,true,false,true,0.7,5,79
CASE-100781,2024-10-06T02:00:00.000Z,2024-10-24T05:39:58.924Z,18.15,Sev-D,Networking,Feature Gap,Medium,Low,false,false,CaseHealth,Creation,3,3,true,3.7,1,3.6,18,false,false,false,0.29,23,18
CASE-100782,2024-07-07T02:00:00.000Z,2024-07-22T22:18:08.224Z,15.85,Sev-C,Networking,Configuration,Medium,Low,false,false,None,,,2,,9,0.92,3,12,false,false,true,0.61,11,46
CASE-100783,2024-05-16T20:00:00.000Z,2024-05-23T02:05:18.632Z,6.25,Sev-B,Networking,Bug,Medium,Low,false,false,Scoping,Closure,8.3,7,true,3.7,0.84,5,8,true,false,false,0.48,7,24
CASE-100784,2024-01-09T02:00:00.000Z,2024-01-25T08:42:57.738Z,16.28,Sev-D,Collaboration,Performance,Medium,Low,false,false,CaseHealth,Scoping/Troubleshooting,3.8,3,true,7.9,0.95,4.7,18,true,false,true,0.66,22,10
CASE-100785,2025-03-21T11:00:00.000Z,2025-03-26T08:30:46.985Z,4.9,Sev-A,Compute,Bug,High,Low,false,false,Blended,Creation,0.1,2,true,5.1,1,4.4,5,true,false,true,0.61,4,46
CASE-100786,2024-03-20T09:00:00.000Z,2024-04-18T20:26:12.190Z,29.48,Sev-D,Data Platform,Feature Gap,High,High,true,false,CaseHealth,Scoping/Troubleshooting,1.4,7,true,2.9,0.74,4.6,18,false,false,true,0.68,15,16
CASE-100787,2025-01-13T22:00:00.000Z,2025-01-29T09:38:53.768Z,15.49,Sev-B,Storage,Configuration,Medium,High,false,false,Scoping,Scoping/Troubleshooting,3.1,7,false,0.2,0.64,2.8,8,false,false,false,0,6,26
CASE-100788,2024-04-15T03:00:00.000Z,2024-05-01T21:51:09.435Z,16.79,Sev-C,Data Platform,How-To,Medium,Medium,false,false,None,,,2,,4.4,0.86,3.2,12,false,false,false,0.44,8,47
CASE-100789,2025-04-24T19:00:00.000Z,2025-05-14T21:08:47.248Z,20.09,Sev-B,Storage,Feature Gap,High,Medium,true,false,None,,,2,,5.4,0.99,3,8,false,false,false,0.54,4,63
CASE-100790,2024-10-18T23:00:00.000Z,2024-11-08T18:53:57.569Z,20.83,Sev-C,Collaboration,Performance,Medium,High,false,false,Blended,Creation,5.9,8,false,2.7,0.66,2.7,12,false,true,true,0.78,20,65
CASE-100791,2025-03-22T19:00:00.000Z,2025-03-23T19:42:40.251Z,1.03,Sev-A,Storage,Outage,Low,Low,false,false,Knowledge,Creation,6.7,2,true,1.8,0.66,4.6,5,true,false,true,0.9,9,6
CASE-100792,2024-11-28T16:00:00.000Z,2024-12-06T18:33:54.814Z,8.11,Sev-C,Compute,How-To,Low,Low,false,false,None,,,2,,10.7,0.73,4.2,12,true,false,false,0.24,8,56
CASE-100793,2024-09-11T10:00:00.000Z,2024-09-24T04:49:26.503Z,12.78,Sev-B,Security,Configuration,Medium,High,false,false,Scoping,Creation,11.2,5,true,2.1,0.86,4.5,8,false,false,false,0.51,15,33
CASE-100794,2024-02-03T23:00:00.000Z,2024-02-24T21:19:35.511Z,20.93,Sev-B,Storage,Bug,High,High,false,false,Knowledge,Creation,8.6,3,true,0.8,0.97,5,8,false,false,true,0.84,3,64
CASE-100795,2024-05-17T19:00:00.000Z,2024-06-08T17:21:00.590Z,21.93,Sev-D,Networking,Configuration,Medium,Medium,false,false,Routing,Scoping/Troubleshooting,2.9,6,true,3.9,0.93,4.2,18,false,false,false,0.55,21,35
CASE-100796,2024-09-12T02:00:00.000Z,2024-09-24T18:21:36.462Z,12.68,Sev-C,Compute,Feature Gap,Medium,Medium,false,false,Blended,Creation,4.3,3,true,1,0.96,5,12,false,false,true,0.81,3,40
CASE-100797,2024-10-19T09:00:00.000Z,2024-11-02T05:49:41.303Z,13.87,Sev-C,Storage,Bug,Low,Medium,false,false,Knowledge,Closure,7.8,5,true,3,0.88,4.1,12,false,false,true,0.65,6,54
CASE-100798,2024-09-04T04:00:00.000Z,2024-09-09T14:54:45.507Z,5.45,Sev-B,Compute,Bug,Medium,Medium,false,false,Blended,Creation,5,3,true,0.2,0.88,3.7,8,true,false,true,0.57,9,45
CASE-100799,2025-01-18T07:00:00.000Z,2025-02-09T01:51:34.677Z,21.79,Sev-C,Compute,Feature Gap,High,High,false,false,CaseHealth,Creation,4.6,2,true,2.1,0.87,4.8,12,false,false,false,0.39,19,6
CASE-100800,2024-06-01T08:00:00.000Z,2024-06-19T04:19:20.854Z,17.85,Sev-C,Compute,Outage,Low,High,false,false,Knowledge,Creation,4.2,7,true,1.9,0.84,3.7,12,false,false,true,0.57,15,29
CASE-100801,2024-05-19T16:00:00.000Z,2024-06-13T15:03:14.272Z,24.96,Sev-D,Data Platform,Performance,Medium,High,false,false,None,,,1,,5,0.94,3,18,false,false,false,0.56,8,73
CASE-100802,2024-08-26T22:00:00.000Z,2024-09-14T04:24:19.523Z,18.27,Sev-D,Security,Performance,Medium,Low,false,false,None,,,1,,7.3,0.71,4,18,false,false,true,0.77,12,56
CASE-100803,2025-05-12T15:00:00.000Z,2025-05-16T23:18:09.892Z,4.35,Sev-B,Networking,Configuration,Low,Medium,false,false,Blended,Scoping/Troubleshooting,2.9,7,true,2.1,0.97,4.5,8,true,false,true,0.61,7,69
CASE-100804,2024-11-01T13:00:00.000Z,2024-11-05T03:14:09.187Z,3.59,Sev-A,Networking,Bug,Low,Medium,false,false,None,,,3,,8.1,0.86,3.5,5,true,false,false,0.39,18,10
CASE-100805,2024-12-14T14:00:00.000Z,2025-01-07T20:27:34.228Z,24.27,Sev-D,Identity,Feature Gap,Medium,Medium,false,false,Routing,Scoping/Troubleshooting,8.1,8,true,1.6,0.9,3.8,18,false,false,false,0.49,4,22
CASE-100806,2024-01-04T15:00:00.000Z,2024-01-27T22:05:43.397Z,23.3,Sev-D,Data Platform,How-To,High,Low,false,false,Routing,Creation,8.9,8,true,3.5,0.89,3.8,18,false,false,false,0.29,23,75
CASE-100807,2024-01-29T02:00:00.000Z,2024-02-19T14:24:46.514Z,21.52,Sev-C,Storage,Outage,Medium,High,false,false,None,,,3,,9.5,0.97,4.7,12,false,false,false,0.6,11,24
CASE-100808,2024-02-16T18:00:00.000Z,2024-02-23T04:15:21.991Z,6.43,Sev-B,Storage,How-To,Low,High,false,false,Blended,Scoping/Troubleshooting,1.1,5,true,5.1,0.96,3.8,8,true,false,true,0.76,17,15
CASE-100809,2024-01-08T13:00:00.000Z,2024-01-27T18:24:07.611Z,19.23,Sev-D,Security,Feature Gap,Medium,Low,false,false,None,,,2,,5.8,0.87,3.6,18,false,false,false,0.51,5,65
CASE-100810,2024-11-23T06:00:00.000Z,2024-12-18T20:51:22.068Z,25.62,Sev-D,Networking,Feature Gap,High,Low,true,false,None,,,3,,6.8,1,2.7,18,false,false,false,0.27,22,39
CASE-100811,2024-09-06T18:00:00.000Z,2024-09-09T02:20:21.341Z,2.35,Sev-B,Security,How-To,Low,Low,false,false,None,,,1,,3.4,0.69,4.8,8,true,false,true,0.74,15,32
CASE-100812,2025-01-16T23:00:00.000Z,2025-01-24T17:03:38.600Z,7.75,Sev-A,Storage,Configuration,Low,Medium,false,false,None,,,2,,8.9,0.8,3.4,5,false,false,false,0.36,13,52
CASE-100813,2025-04-05T18:00:00.000Z,2025-04-13T17:22:29.140Z,7.97,Sev-A,Storage,Bug,Medium,Medium,false,true,Knowledge,Creation,4.4,7,true,4.8,0.95,3.9,5,false,false,true,0.56,10,68
CASE-100814,2025-02-25T00:00:00.000Z,2025-03-13T13:07:08.116Z,16.55,Sev-C,Data Platform,How-To,Medium,High,false,false,Blended,Scoping/Troubleshooting,1.4,5,true,4.5,1,4,12,false,false,true,0.84,17,23
CASE-100815,2025-04-16T08:00:00.000Z,2025-04-28T12:55:40.959Z,12.21,Sev-C,Identity,Configuration,Medium,Medium,true,false,Knowledge,Creation,6.3,8,true,2.3,0.94,3.9,12,false,false,true,0.67,4,38
CASE-100816,2024-02-28T15:00:00.000Z,2024-03-10T01:43:00.703Z,10.45,Sev-C,Identity,Feature Gap,High,Low,false,false,Scoping,Creation,9.8,4,false,1.3,0.55,2.5,12,true,false,false,0.54,13,35
CASE-100817,2024-07-14T03:00:00.000Z,2024-07-29T03:38:31.860Z,15.03,Sev-B,Compute,Bug,High,Medium,true,false,CaseHealth,Closure,1.5,7,true,5.5,0.79,5,8,false,false,true,0.89,7,67
CASE-100818,2024-08-20T05:00:00.000Z,2024-09-01T18:14:32.668Z,12.55,Sev-D,Identity,Feature Gap,Medium,Low,false,false,Blended,Creation,6.4,7,true,6.3,0.92,4.6,18,true,false,true,0.62,3,39
CASE-100819,2025-01-31T09:00:00.000Z,2025-02-13T20:40:23.070Z,13.49,Sev-C,Networking,Configuration,Medium,Medium,false,false,None,,,1,,8.2,0.97,4.8,12,false,false,false,0.32,11,33
CASE-100820,2024-06-27T01:00:00.000Z,2024-07-08T21:52:50.637Z,11.87,Sev-D,Networking,Feature Gap,Low,Low,false,false,Routing,Scoping/Troubleshooting,6.1,2,false,2.9,0.75,3.8,18,true,false,true,0.53,15,75
CASE-100821,2024-07-21T22:00:00.000Z,2024-08-08T15:22:48.619Z,17.72,Sev-D,Storage,Feature Gap,Medium,Medium,false,false,None,,,1,,9.8,0.87,3.4,18,true,false,false,0.68,5,32
CASE-100822,2025-03-04T21:00:00.000Z,2025-03-15T22:36:33.451Z,11.07,Sev-B,Networking,How-To,Medium,Low,false,false,None,,,2,,6.4,0.74,3.3,8,false,true,true,0.65,18,65
CASE-100823,2024-01-15T20:00:00.000Z,2024-01-23T12:01:13.341Z,7.67,Sev-B,Networking,Configuration,Medium,Low,false,false,None,,,3,,7.4,0.79,4,8,true,false,false,0.48,15,21
CASE-100824,2025-01-07T20:00:00.000Z,2025-01-21T11:14:35.233Z,13.64,Sev-C,Collaboration,Performance,Medium,High,false,false,Knowledge,Scoping/Troubleshooting,8.5,5,false,3.2,0.9,2.5,12,false,false,true,0.85,9,24
CASE-100825,2024-08-30T03:00:00.000Z,2024-09-14T05:30:46.062Z,15.1,Sev-C,Collaboration,Bug,Medium,Low,false,true,None,,,2,,5.1,1,3.8,12,false,false,false,0.49,15,22
CASE-100826,2025-03-03T21:00:00.000Z,2025-03-15T01:17:47.585Z,11.18,Sev-B,Identity,How-To,Medium,High,false,false,Scoping,Creation,8.4,5,true,1.6,0.85,4.7,8,false,false,true,0.7,24,72
CASE-100827,2025-05-05T23:00:00.000Z,2025-05-10T04:13:15.601Z,4.22,Sev-A,Networking,Outage,Low,Low,false,false,Routing,Closure,7.6,5,true,1.3,0.85,4.1,5,true,false,false,0.49,6,70
CASE-100828,2025-04-29T10:00:00.000Z,2025-05-06T00:49:13.064Z,6.62,Sev-A,Storage,Feature Gap,High,Low,false,false,Routing,Scoping/Troubleshooting,0.9,3,true,2.1,1,2.6,5,false,false,false,0.52,12,5
CASE-100829,2024-02-07T02:00:00.000Z,2024-02-14T23:01:29.811Z,7.88,Sev-A,Compute,Feature Gap,High,Low,false,false,Knowledge,Creation,8.3,3,false,6.3,0.82,4,5,false,false,true,0.84,3,63
CASE-100830,2024-05-27T16:00:00.000Z,2024-06-05T02:29:44.477Z,8.44,Sev-B,Identity,Performance,Low,Medium,false,false,None,,,2,,4.4,0.77,4.1,8,false,false,false,0.26,23,64
CASE-100831,2024-11-06T03:00:00.000Z,2024-11-17T03:15:48.698Z,11.01,Sev-C,Compute,Feature Gap,High,Low,false,false,Blended,Creation,1.5,6,true,2.4,0.91,4.3,12,true,false,true,0.5,16,39
CASE-100832,2024-04-05T10:00:00.000Z,2024-04-14T01:12:48.088Z,8.63,Sev-C,Compute,Bug,Low,Low,false,false,CaseHealth,Creation,10,5,true,4.1,1,4.4,12,true,false,false,0.44,8,59
CASE-100833,2024-01-13T04:00:00.000Z,2024-01-28T07:43:11.002Z,15.15,Sev-B,Storage,Outage,High,Low,false,false,None,,,1,,11,1,4.3,8,false,false,false,0.54,15,11
CASE-100834,2024-07-21T17:00:00.000Z,2024-08-08T23:12:40.046Z,18.26,Sev-C,Networking,Feature Gap,High,Low,false,false,Knowledge,Scoping/Troubleshooting,6.8,3,false,8.1,0.71,3.6,12,false,false,true,0.7,12,28
CASE-100835,2024-02-24T07:00:00.000Z,2024-03-03T05:13:32.616Z,7.93,Sev-C,Identity,Feature Gap,Low,Low,false,false,None,,,1,,4.1,0.78,3,12,true,false,true,0.66,18,12
CASE-100836,2025-02-28T18:00:00.000Z,2025-03-14T10:30:25.837Z,13.69,Sev-D,Storage,Bug,Low,Medium,false,false,Scoping,Creation,6.8,6,true,5.3,0.94,4.4,18,true,false,true,1,19,51
CASE-100837,2025-02-25T00:00:00.000Z,2025-03-09T14:58:38.775Z,12.62,Sev-B,Identity,Outage,High,Medium,false,false,Scoping,Creation,9.6,4,true,2.2,0.76,4.2,8,false,false,false,0.51,22,19
CASE-100838,2024-04-01T13:00:00.000Z,2024-04-17T12:06:17.499Z,15.96,Sev-C,Collaboration,Bug,Medium,High,false,false,Knowledge,Closure,8.8,7,true,7.7,0.9,4.9,12,false,false,true,0.74,4,61
CASE-100839,2024-12-30T19:00:00.000Z,2025-01-18T04:32:26.338Z,18.4,Sev-C,Storage,Configuration,Medium,High,false,false,Scoping,Scoping/Troubleshooting,9.7,5,true,6.3,0.82,5,12,false,false,false,0.55,20,69
CASE-100840,2024-01-30T10:00:00.000Z,2024-02-14T20:55:40.070Z,15.46,Sev-D,Data Platform,Performance,Low,Medium,false,true,CaseHealth,Scoping/Troubleshooting,8.2,6,false,4.6,0.81,3.3,18,true,false,false,0.28,11,24
CASE-100841,2024-02-09T13:00:00.000Z,2024-02-26T07:02:27.398Z,16.75,Sev-C,Storage,How-To,Medium,Medium,false,false,Routing,Closure,0.3,3,true,3.4,0.84,3.1,12,false,false,true,0.46,24,15
CASE-100842,2024-04-22T18:00:00.000Z,2024-04-30T03:17:48.524Z,7.39,Sev-C,Identity,Bug,Medium,Low,false,false,Blended,Closure,9.1,4,true,7.1,0.97,5,12,true,false,true,0.6,17,14
CASE-100843,2024-12-30T21:00:00.000Z,2025-01-19T00:16:00.790Z,19.14,Sev-C,Storage,Configuration,High,Low,false,false,Knowledge,Creation,5.2,2,true,4.9,0.82,3.2,12,false,false,false,0.52,4,22
CASE-100844,2024-03-30T00:00:00.000Z,2024-04-10T09:55:43.130Z,11.41,Sev-C,Collaboration,Bug,High,Low,false,false,Blended,Closure,5.8,2,true,1.4,0.94,3.9,12,true,false,true,0.78,9,73
CASE-100845,2024-05-09T22:00:00.000Z,2024-05-25T01:05:10.049Z,15.13,Sev-C,Networking,Bug,Low,High,false,false,Scoping,Creation,5.7,7,true,4.6,0.82,4.5,12,false,false,false,0.26,21,56
CASE-100846,2024-01-23T23:00:00.000Z,2024-02-08T16:41:51.478Z,15.74,Sev-A,Data Platform,Configuration,Medium,High,false,false,Scoping,Creation,9.8,4,true,4.7,0.8,4.5,5,false,false,false,0.23,23,28
CASE-100847,2025-02-19T20:00:00.000Z,2025-03-09T06:46:32.282Z,17.45,Sev-C,Networking,Outage,Medium,Medium,false,false,None,,,2,,5,0.83,3.5,12,false,false,true,0.97,24,12
CASE-100848,2025-01-07T06:00:00.000Z,2025-01-18T19:42:07.566Z,11.57,Sev-C,Storage,Outage,Medium,Low,false,false,Routing,Creation,7.2,7,true,3.1,0.9,4.2,12,true,false,false,0.73,11,17
CASE-100849,2024-05-26T02:00:00.000Z,2024-06-13T13:56:30.436Z,18.5,Sev-D,Networking,Outage,Medium,Medium,false,false,Blended,Scoping/Troubleshooting,3.2,2,true,6.7,0.79,4,18,false,false,true,0.94,11,62
CASE-100850,2025-05-02T14:00:00.000Z,2025-05-06T14:02:19.537Z,4,Sev-C,Collaboration,How-To,Low,Low,false,false,Knowledge,Closure,6,5,true,3.1,1,4.3,12,true,false,true,0.71,7,77
CASE-100851,2024-08-18T11:00:00.000Z,2024-09-02T02:24:55.932Z,14.64,Sev-D,Networking,Outage,Medium,Low,false,false,Blended,Closure,8.3,2,true,2.6,1,4.5,18,true,true,false,0.51,7,17
CASE-100852,2024-05-10T13:00:00.000Z,2024-05-25T19:31:41.600Z,15.27,Sev-A,Data Platform,Bug,Medium,High,true,false,None,,,3,,6.8,0.81,3.9,5,false,false,true,0.79,3,21
CASE-100853,2024-05-26T09:00:00.000Z,2024-06-08T20:31:31.674Z,13.48,Sev-C,Storage,Bug,Medium,Low,true,false,None,,,2,,9.8,0.94,3.4,12,false,false,true,0.65,23,38
CASE-100854,2024-01-28T12:00:00.000Z,2024-02-07T09:21:01.125Z,9.89,Sev-A,Storage,Bug,Medium,Medium,false,false,None,,,1,,5.3,0.83,3.2,5,false,false,false,0.3,24,12
CASE-100855,2025-03-17T10:00:00.000Z,2025-03-28T13:36:49.650Z,11.15,Sev-B,Identity,Performance,Medium,Low,false,false,CaseHealth,Creation,2.9,4,true,4.5,0.89,4,8,false,false,false,0.53,8,69
CASE-100856,2025-03-26T09:00:00.000Z,2025-04-03T21:13:01.609Z,8.51,Sev-C,Data Platform,Feature Gap,Low,Medium,false,false,CaseHealth,Closure,13.4,3,true,1.3,1,4.6,12,true,false,false,0.42,13,52
CASE-100857,2025-03-01T12:00:00.000Z,2025-03-14T06:22:01.823Z,12.77,Sev-D,Storage,Configuration,Low,Low,false,true,None,,,2,,3.7,0.78,4.5,18,true,false,false,0.45,22,77
